intent,text,意图描述,是否新增
insurance_buy_to_whom,买多个,给谁买买几份,
insurance_buy_to_whom,买多张,给谁买买几份,
insurance_buy_to_whom,买多人,给谁买买几份,
insurance_age_restrict,太小了能投保,年龄限制,
insurance_age_restrict,孩子刚出生能投保,年龄限制,
insurance_age_restrict,投保的年龄范围,年龄限制,
insurance_age_restrict,多大能买,年龄限制,
insurance_age_restrict,几岁能买,年龄限制,
insurance_age_restrict,什么年龄能买,年龄限制,
insurance_age_restrict,年纪大能投保,年龄限制,
insurance_age_restrict,多大岁数能买,年龄限制,
insurance_age_restrict,多大能投,年龄限制,
insurance_age_restrict,几岁能投,年龄限制,
insurance_age_restrict,什么年龄能投,年龄限制,
insurance_age_restrict,投保年纪,年龄限制,
insurance_age_restrict,投保年龄,年龄限制,
high_price,保费太贵,价格太贵,
high_price,价格好高,价格太贵,
high_price,价格好贵,价格太贵,
insurance_insured_already,买过其他的保险,已有保险,
insurance_insured_already,买过重疾险,已有保险,
insurance_insured_already,有重疾险,已有保险,
insurance_insured_already,有保险,已有保险,
insurance_insured_already,买过保险,已有保险,
insurance_insured_already,买过意外险,已有保险,
insurance_insured_already,有意外险,已有保险,
insurance_insured_already,公司买了,已有保险,
insurance_insured_already,已有保险,已有保险,
insurance_insured_already,已经购买其他保险,已有保险,
insurance_automatic_pay,自动缴费,自动缴费,
insurance_automatic_pay,你给我缴费,自动缴费,
insurance_automatic_pay,自动扣费,自动缴费,
insurance_automatic_pay,懒得缴费,自动缴费,
insurance_automatic_pay,缴费麻烦,自动缴费,
insurance_automatic_pay,你们自己扣费,自动缴费,
insurance_automatic_pay,连续缴费,自动缴费,
insurance_social_agricultural ,已有社保,已有社保/已有农保,
insurance_social_agricultural ,已有农保,已有社保/已有农保,
insurance_social_agricultural ,交了社保,已有社保/已有农保,
insurance_social_agricultural ,交了农保,已有社保/已有农保,
insurance_social_agricultural ,交过社保,已有社保/已有农保,
insurance_social_agricultural ,交过农保,已有社保/已有农保,
insurance_no_insured ,没有社保,没有社保农保,
insurance_no_insured ,没有农保,没有社保农保,
insurance_no_insured ,没交过社保,没有社保农保,
insurance_no_insured ,没交过农保,没有社保农保,
insurance_no_insured ,没社保,没有社保农保,
insurance_no_insured ,没农保,没有社保农保,
insurance_interview,让你们业务员来当面办理,面签,
insurance_interview,面签,面签,
insurance_interview,找人来办理,面签,
insurance_interview,真人办理,面签,
insurance_interview,有没有真人面售,面签,
insurance_interview,有没有销售员办理,面签,
insurance_interview,有没有办理的人,面签,
insurance_interview,现场办理,面签,
insurance_interview,到你们店里办理,面签,
insurance_not_tell,能不告诉家里人吗,不告诉家人,
insurance_not_tell,不想让家里人知道,不告诉家人,
insurance_not_tell,不想让妈妈知道,不告诉家人,
insurance_not_tell,不想让爸爸知道,不告诉家人,
insurance_not_tell,不想让老婆知道,不告诉家人,
insurance_not_tell,不想让老公知道,不告诉家人,
insurance_not_tell,不想让别人知道,不告诉家人,
insurance_not_tell,能不告诉妈妈,不告诉家人,
insurance_not_tell,能不告诉爸爸,不告诉家人,
insurance_not_tell,能不告诉老婆,不告诉家人,
insurance_not_tell,能不告诉老公,不告诉家人,
insurance_not_tell,不告诉家人,不告诉家人,
insurance_not_tell,别跟家人说,不告诉家人,
insurance_not_tell,别跟妈妈说,不告诉家人,
insurance_not_tell,别跟爸爸说,不告诉家人,
insurance_not_tell,别跟老婆说,不告诉家人,
insurance_not_tell,别跟老公说,不告诉家人,
insurance_ask_other,你们有重疾险吗,询问其他保险,
insurance_ask_other,都有什么保险,询问其他保险,
insurance_ask_other,有没有其他险种,询问其他保险,
insurance_ask_other,有其他保险吗,询问其他保险,
insurance_ask_other,换一种保险介绍,询问其他保险,
insurance_ask_other,其他的保险,询问其他保险,
insurance_ask_other,有没有重疾险,询问其他保险,
insurance_ask_other,有没有意外险,询问其他保险,
insurance_ask_other,有没有宠物险,询问其他保险,
insurance_ask_other,有没有寿险,询问其他保险,
insurance_paper_policy,提供纸质保单,纸质保单,
insurance_paper_policy,是电子保单还是纸质保单,纸质保单,
insurance_paper_policy,有没有纸质保单,纸质保单,
insurance_paper_policy,纸质保单,纸质保单,
insurance_paper_policy,保单类型,纸质保单,
insurance_paper_policy,保单是电子的,纸质保单,
insurance_paper_policy,保单是纸质的,纸质保单,
insurance_insured_arrived,我理赔以后，钱到哪里啊,保额到账,
insurance_insured_arrived,钱到时候打到哪里,保额到账,
insurance_insured_arrived,怎么赔给我,保额到账,
insurance_insured_arrived,打到银行卡上,保额到账,
insurance_insured_arrived,钱到银行卡,保额到账,
insurance_insured_arrived,钱到哪里,保额到账,
insurance_insured_arrived,怎么把钱给我,保额到账,
insurance_participated_already,我买过这个保险,已经参加,
insurance_participated_already,你们的产品已经买了,已经参加,
insurance_participated_already,已经买过众安,已经参加,
insurance_participated_already,买了众安保险,已经参加,
insurance_participated_already,搞过众安,已经参加,
insurance_policy_surrendered,我已经退保了,已经退保,
insurance_policy_surrendered,已经退保,已经退保,
insurance_policy_surrendered,已经退出,已经退保,
insurance_policy_surrendered,已经退钱,已经退保,
insurance_policy_surrendered,退出参与,已经退保,
insurance_policy_surrendered,退出购买,已经退保,
insurance_policy_surrendered,退出保险,已经退保,
insurance_low_insured,你们的保额太低,嫌保额低,
insurance_low_insured,600万不够,嫌保额低,
insurance_low_insured,保障太少,嫌保额低,
insurance_low_insured,有没有更高额度,嫌保额低,
insurance_low_insured,保额太少,嫌保额低,
insurance_low_insured,再加点保额,嫌保额低,
insurance_age_notmatch,我岁数太大了,年龄不符拒绝,
insurance_age_notmatch,超过你们投保的年龄,年龄不符拒绝,
insurance_age_notmatch,年龄太大，你们不要了,年龄不符拒绝,
insurance_age_notmatch,我70了,年龄不符拒绝,
insurance_age_notmatch,我71了,年龄不符拒绝,
insurance_age_notmatch,我72了,年龄不符拒绝,
insurance_age_notmatch,我73了,年龄不符拒绝,
insurance_age_notmatch,我74了,年龄不符拒绝,
insurance_age_notmatch,我75了,年龄不符拒绝,
insurance_age_notmatch,我76了,年龄不符拒绝,
insurance_age_notmatch,我77了,年龄不符拒绝,
insurance_age_notmatch,我78了,年龄不符拒绝,
insurance_age_notmatch,我79了,年龄不符拒绝,
insurance_age_notmatch,我80了,年龄不符拒绝,
insurance_age_notmatch,我81了,年龄不符拒绝,
insurance_age_notmatch,我82了,年龄不符拒绝,
insurance_age_notmatch,我83了,年龄不符拒绝,
insurance_age_notmatch,我84了,年龄不符拒绝,
insurance_age_notmatch,年龄不符,年龄不符拒绝,
insurance_age_notmatch,年纪太小,年龄不符拒绝,
insurance_age_notmatch,年纪太大,年龄不符拒绝,
insurance_age_notmatch,超龄,年龄不符拒绝,
insurance_disease_refusal,有癌症，不能投保,已有疾病拒绝,
insurance_disease_refusal,有高血压,已有疾病拒绝,
insurance_disease_refusal,有心脏病,已有疾病拒绝,
insurance_disease_refusal,有基础病,已有疾病拒绝,
insurance_disease_refusal,有脑中风,已有疾病拒绝,
insurance_disease_refusal,有痛风,已有疾病拒绝,
insurance_disease_refusal,有恶性肿瘤,已有疾病拒绝,
insurance_disease_refusal,有心肌梗死,已有疾病拒绝,
insurance_disease_refusal,有脑溢血,已有疾病拒绝,
insurance_disease_refusal,得癌症,已有疾病拒绝,
insurance_disease_refusal,得高血压,已有疾病拒绝,
insurance_disease_refusal,得心脏病,已有疾病拒绝,
insurance_disease_refusal,得基础病,已有疾病拒绝,
insurance_disease_refusal,得脑中风,已有疾病拒绝,
insurance_disease_refusal,得痛风,已有疾病拒绝,
insurance_disease_refusal,得恶性肿瘤,已有疾病拒绝,
insurance_disease_refusal,得心肌梗死,已有疾病拒绝,
insurance_disease_refusal,得脑溢血,已有疾病拒绝,
insurance_disease_refusal,很多病,已有疾病拒绝,
insurance_disease_refusal,被拒绝了,已有疾病拒绝,
insurance_disease_refusal,被拒保,已有疾病拒绝,
insurance_disease_refusal,拒保,已有疾病拒绝,
insurance_disease_refusal,被退保,已有疾病拒绝,
insurance_disease_refusal,不要我,已有疾病拒绝,
insurance_disease_refusal,已经拒绝投保,已有疾病拒绝,
insurance_disease_refusal,投保失败,已有疾病拒绝,
insurance_disease_refusal,投保不成功,已有疾病拒绝,
insurance_disease_refusal,有病买不了,已有疾病拒绝,
insurance_disease_refusal,有病不买给我,已有疾病拒绝,
insurance_disease_refusal,想买买不了,已有疾病拒绝,
insurance_disease_refusal,买不成功,已有疾病拒绝,
insurance_upgrade_difference,你们有什么优势吗,升级区别,
insurance_upgrade_difference,保额变多了,升级区别,
insurance_upgrade_difference,升级前后对比,升级区别,
insurance_upgrade_difference,优势是什么,升级区别,
insurance_upgrade_difference,升级的好处是啥,升级区别,
insurance_upgrade_difference,升级什么好处,升级区别,
insurance_upgrade_difference,有哪些好处,升级区别,
insurance_upgrade_difference,升级区别,升级区别,
insurance_upgrade_difference,升级优势,升级区别,
insurance_upgrade_difference,升级好处,升级区别,
insurance_upgrade_difference,升级有啥区别,升级区别,
insurance_upgrade_difference,升级有什么不一样,升级区别,
insurance_upgrade_difference,有什么区别,升级区别,
insurance_upgrade_difference,有什么不一样,升级区别,
insurance_upgrade_difference,哪里不一样,升级区别,
insurance_upgrade_difference,升级之后怎么样,升级区别,
insurance_upgrade_difference,升级什么,升级区别,
insurance_upgrade_difference,不一样在哪里,升级区别,
insurance_upgrade_difference,区别有什么,升级区别,
insurance_upgrade_difference,升不升级有啥不一样,升级区别,
insurance_upgrade_difference,有啥区别,升级区别,
how_operate,不懂怎么弄,操作流程/怎么操作,
how_operate,操作什么,操作流程/怎么操作,
how_operate,不会搞,操作流程/怎么操作,
how_operate,搞什么,操作流程/怎么操作,
how_operate,咋搞,操作流程/怎么操作,
how_operate,搞啥,操作流程/怎么操作,
how_operate,弄啥,操作流程/怎么操作,
how_operate,操作啥,操作流程/怎么操作,
how_operate,点哪里,操作流程/怎么操作,
how_operate,点什么,操作流程/怎么操作,
how_operate,弄哪里,操作流程/怎么操作,
how_operate,弄什么,操作流程/怎么操作,
client_busy,不方便,正在忙,
interrupt,闭嘴,打断,
crank,不要再说了,骚扰,
no_money,不买，没钱买的,没钱,
phone_malfunction,没电了,手机故障,
bad_response,你大爷的，我怎么关啊,辱骂,
crank,能不能不要再打电话烦我了,骚扰,
wrong_person,打错了,不是机主本人,
wrong_person,你打错了,不是机主本人,
no_interest,我不想要挂了吧你,不感兴趣,
not_understand,说啥我听不懂,听不懂,
not_understand,听不懂你说的什么话,听不懂,
not_understand,我没明白,听不懂,
not_understand,不好意思，我不太懂您的意思,听不懂,
not_understand,我还不太理解这个呢,听不懂,
need_repeat,啥呢,没听清,
need_repeat,什么,没听清,
ask_who,干什么,询问是谁,
ask_who,打电话咋啦,询问是谁,
ask_who,干啥的,询问是谁,
ask_who,有啥事,询问是谁,
ask_who,什么啊,询问是谁,
ask_who,什么问题,询问是谁,
ask_who,什么事,询问是谁,
ask_who,你好，你有什么事,询问是谁,
ask_who,喂，您好，您有什么事,询问是谁,
ask_who,电话过来什么事啊,询问是谁,
ask_who,有事吗,询问是谁,
affirm,你说,同意，确认,
ask_who,这是干嘛的,询问是谁,
chitchat,有没有美女,闲聊,
ask_event,有什么活动通知,什么活动,
